inventory_usage_id,work_order_id,vessel_id,part_number,quantity,unit,unit_cost,extended_cost,sourced_from,install_ts
inv_9540c5bf0a55,wo_813c25f7376e,ves_216327f6caf4,ALTERNATOR_70A,1,each,280.12,280.12,new_supplier,2020-01-04T12:00:00
inv_535c8916d757,wo_d49532016bbe,ves_216327f6caf4,EXHAUST_RISER_V8,2,each,680.5,1361.01,new_supplier,2014-09-19T16:00:00
inv_b024403ae16c,wo_c1a2faf0384f,ves_216327f6caf4,AUTOPILOT_PUMP,1,each,820.06,820.06,new_supplier,2014-12-26T08:00:00
inv_8c4d63c4ebe7,wo_8e95b2b9446d,ves_216327f6caf4,FUEL_FILTER_SEPARATOR,1,each,86.07,86.07,new_supplier,2018-08-17T16:00:00
inv_a4f938f1822a,wo_a578a984a71e,ves_216327f6caf4,BUS_BAR_12V,1,each,54.46,54.46,new_supplier,2026-09-22T10:00:00
inv_7e0f001ad156,wo_aa444f2dee00,ves_216327f6caf4,BILGE_PUMP_2000,1,each,141.54,141.54,new_supplier,2022-07-19T11:00:00
inv_cc413ce05b52,wo_66427a52981f,ves_216327f6caf4,HULL_GELCOAT_KIT,1,each,125.06,125.06,new_supplier,2017-02-03T08:00:00
inv_8254aa4ba479,wo_16a8c0c82f13,ves_b82ef7fe4a1f,BUS_BAR_12V,1,each,54.91,54.91,new_supplier,2019-05-18T11:00:00
inv_e8a660dcd042,wo_8933d2cbe513,ves_b82ef7fe4a1f,DEPTH_XDUCER,1,each,204.03,204.03,new_supplier,2021-06-04T13:00:00
inv_4e84eea7c7b6,wo_971f5e48d4d7,ves_b82ef7fe4a1f,FUEL_LINE_A1_10FT,2,each,122.99,245.97,new_supplier,2017-10-05T08:00:00
inv_fa927af0e272,wo_401fea535e03,ves_09252b95e92d,OB_WATER_PUMP_KIT,1,each,191.16,191.16,new_supplier,2015-11-07T08:00:00
inv_82744fb376a3,wo_401fea535e03,ves_09252b95e92d,THERMOSTAT_MARINE,1,each,46.37,46.37,new_supplier,2015-11-08T08:00:00
inv_abcad4be7d92,wo_83539b3db283,ves_09252b95e92d,JET_WEAR_RING,1,each,154.77,154.77,new_supplier,2015-11-24T12:00:00
inv_88caca0d5f1b,wo_031f9f7b98d0,ves_09252b95e92d,FUEL_PUMP_HP,1,each,468.8,468.8,new_supplier,2022-06-07T14:00:00
inv_c93b36cc2035,wo_42ea97b53f31,ves_4d4f3133f393,ENG_LONG_BLOCK_4CYL,1,each,9384.53,9384.53,new_supplier,2025-03-29T11:00:00
inv_2be87b0fc353,wo_42ffbd7ef983,ves_4d4f3133f393,HULL_TRANSOM_KIT,1,each,3420.23,3420.23,new_supplier,2022-08-25T12:00:00
inv_b97cd483b7b0,wo_97d02c92e128,ves_4d4f3133f393,BUS_BAR_12V,1,each,53.25,53.25,new_supplier,2017-05-01T09:00:00
inv_fd2c886663e7,wo_6b537885b9d7,ves_c7a94159f732,OB_WATER_PUMP_KIT,1,each,181.99,181.99,new_supplier,2016-05-11T13:00:00
inv_cb554c12c6fe,wo_6b537885b9d7,ves_c7a94159f732,THERMOSTAT_MARINE,1,each,49.85,49.85,new_supplier,2016-05-11T13:00:00
inv_229cd27a3f43,wo_95120ae9d24e,ves_c7a94159f732,OB_WATER_PUMP_KIT,1,each,194.21,194.21,new_supplier,2019-04-10T09:00:00
inv_2074f80d10a5,wo_95120ae9d24e,ves_c7a94159f732,THERMOSTAT_MARINE,1,each,50.63,50.63,new_supplier,2019-04-12T09:00:00
inv_6c22d7f21751,wo_3e0c779c03a9,ves_c7a94159f732,FUEL_FILTER_SEPARATOR,1,each,89.79,89.79,used_salvage,2023-12-28T16:00:00
inv_4ded3b025f30,wo_e805c9404533,ves_c7a94159f732,FUEL_LINE_A1_10FT,1,each,117.98,117.98,new_supplier,2014-12-23T09:00:00
inv_0a2c336c2f90,wo_2cfa8132e0f1,ves_c7a94159f732,ENG_LONG_BLOCK_4CYL,1,each,9600.57,9600.57,new_supplier,2024-12-06T12:00:00
inv_e7869e917f00,wo_1a783777a534,ves_c7a94159f732,DEPTH_XDUCER,1,each,196.57,196.57,new_supplier,2017-10-29T10:00:00
inv_3b4afee14bf7,wo_f4c92b563adc,ves_f2595bc067f0,INJECTOR_SET_V6,1,each,788.92,788.92,new_supplier,2018-06-03T09:00:00
inv_3d59034d4201,wo_2395b0f384d2,ves_f2595bc067f0,EXHAUST_RISER_V8,2,each,640.17,1280.33,new_supplier,2025-09-03T13:00:00
inv_95fa720ec73a,wo_ea8092fcac4e,ves_f2595bc067f0,BATTERY_LITHIUM_100AH,2,each,1028.32,2056.64,new_supplier,2021-09-18T13:00:00
inv_437fdf0249ce,wo_c48b7c957351,ves_f2595bc067f0,BATTERY_AGM_100AH,1,each,323.41,323.41,new_supplier,2022-03-06T11:00:00
inv_ac16c2bd771d,wo_286dee26c7be,ves_f2595bc067f0,CRANK_POS_SENSOR,1,each,90.02,90.02,new_supplier,2018-01-27T11:00:00
inv_2a7b199d74bb,wo_14108e8fc688,ves_f2595bc067f0,SHAFT_1_25_SS,1,each,1622.65,1622.65,new_supplier,2023-12-27T14:00:00
inv_eac59e0f1766,wo_764388cee160,ves_bf78d7c86f5e,FUEL_FILTER_SEPARATOR,1,each,86.04,86.04,new_supplier,2016-07-19T10:00:00
inv_024c33b3b5c1,wo_fc9c673d8afb,ves_bf78d7c86f5e,EXHAUST_RISER_V8,1,each,628.77,628.77,customer_supplied,2026-07-17T12:00:00
inv_372081e40e6d,wo_6aa9658be424,ves_bf78d7c86f5e,FUEL_FILTER_SEPARATOR,1,each,78.99,78.99,new_supplier,2023-08-12T09:00:00
inv_5ee19a56cf6a,wo_ae84df52899c,ves_bf78d7c86f5e,EXHAUST_RISER_V8,1,each,648.8,648.8,new_supplier,2026-03-12T12:00:00
inv_a7e357a1f738,wo_11210463c766,ves_bf78d7c86f5e,SANITATION_HOSE_10FT,1,each,126.04,126.04,new_supplier,2017-10-05T16:00:00
inv_30c4dba1e9a3,wo_3f992b9e6b54,ves_e130f327298b,BELLOWS_UJOINT,1,each,103.51,103.51,new_supplier,2022-02-27T09:00:00
inv_c31cf0fd5247,wo_3f992b9e6b54,ves_e130f327298b,UJOINT_SET,1,each,214.7,214.7,new_supplier,2022-02-25T09:00:00
inv_d610571ae4b9,wo_6491e602925d,ves_e130f327298b,WATER_PUMP_5GPM,1,each,139.03,139.03,new_supplier,2014-06-20T13:00:00
inv_3695ec84e3d8,wo_04764d919f44,ves_e130f327298b,AUTOPILOT_PUMP,1,each,870.7,870.7,used_salvage,2025-10-26T16:00:00
inv_39c02f8e3c62,wo_0babad5f8217,ves_e130f327298b,BATTERY_AGM_100AH,1,each,367.01,367.01,new_supplier,2016-10-20T14:00:00
inv_b24625625b7b,wo_0a23431cca0c,ves_e130f327298b,HULL_STRINGER_SET,1,each,3017.15,3017.15,new_supplier,2025-05-16T10:00:00
inv_cd95007913f3,wo_98e08a75bd77,ves_e130f327298b,AUTOPILOT_PUMP,1,each,898.04,898.04,customer_supplied,2025-04-11T08:00:00
inv_c0831741d7b8,wo_dd5e19bbc370,ves_fb6e986d0744,HULL_GELCOAT_KIT,1,each,125.09,125.09,new_supplier,2021-09-21T12:00:00
inv_4efbb6cf8567,wo_4b44102c304b,ves_fb6e986d0744,ALTERNATOR_70A,1,each,305.29,305.29,new_supplier,2014-12-14T11:00:00
inv_7d5b52dbf572,wo_856baa6a791f,ves_fb6e986d0744,FUEL_LINE_A1_10FT,2,each,122.53,245.06,new_supplier,2023-08-22T10:00:00
inv_b8c6597c965b,wo_7679d1296e3e,ves_fb6e986d0744,FUEL_LINE_A1_10FT,2,each,123.59,247.17,new_supplier,2020-01-06T15:00:00
inv_d1259fefa32f,wo_fa0b747e1d01,ves_fb6e986d0744,FUEL_LINE_A1_10FT,1,each,123.64,123.64,used_salvage,2016-04-16T14:00:00
inv_7b21c214f755,wo_591a637c13e6,ves_fb6e986d0744,OB_GEARCASE_SEAL_KIT,1,each,96.97,96.97,new_supplier,2016-10-15T16:00:00
inv_5c2df217b29c,wo_5c082f3ffaf9,ves_2b1070eb73f5,INB_CUTLASS_BRG,1,each,131.77,131.77,new_supplier,2015-05-13T10:00:00
inv_6e944abb86b1,wo_8f12db349dc3,ves_2b1070eb73f5,OB_WATER_PUMP_KIT,1,each,188.77,188.77,new_supplier,2017-02-24T14:00:00
inv_ee347cd25240,wo_8f12db349dc3,ves_2b1070eb73f5,THERMOSTAT_MARINE,1,each,44.22,44.22,new_supplier,2017-02-28T14:00:00
inv_6395d9596627,wo_f14eb342e787,ves_2b1070eb73f5,CRANK_POS_SENSOR,1,each,88.38,88.38,new_supplier,2025-10-05T15:00:00
inv_19e49c0c213d,wo_8f78011f8d3d,ves_2b1070eb73f5,INB_CUTLASS_BRG,1,each,128.81,128.81,new_supplier,2016-05-10T14:00:00
inv_066af5be8886,wo_605b568211a1,ves_2b1070eb73f5,BUS_BAR_12V,1,each,57.32,57.32,new_supplier,2017-02-09T10:00:00
inv_62caa8e474e1,wo_fbdaf6779a45,ves_8ed83e346266,INB_CUTLASS_BRG,1,each,126.32,126.32,new_supplier,2018-02-24T12:00:00
inv_fc43a96597c4,wo_173ae60839ce,ves_8ed83e346266,HULL_CORE_PANEL,1,each,479.24,479.24,new_supplier,2021-12-20T13:00:00
inv_e4a1ba05a6b8,wo_38a7539ac2ab,ves_8ed83e346266,ALTERNATOR_70A,1,each,264.92,264.92,new_supplier,2014-05-20T11:00:00
inv_cb8a16ab0f0a,wo_ecd7bf3fad61,ves_8ed83e346266,FUEL_FILTER_SEPARATOR,1,each,87.5,87.5,new_supplier,2024-01-15T15:00:00
inv_cb1b1fb95f63,wo_e9c498b4a25f,ves_8ed83e346266,AC_RAW_WATER_PUMP,1,each,383.25,383.25,new_supplier,2020-01-14T13:00:00
inv_1107daec33a5,wo_d26f78cdcfaf,ves_8ed83e346266,STEERING_CABLE_16FT,1,each,251.93,251.93,new_supplier,2015-03-24T08:00:00
inv_d608acfcb87d,wo_e693f29b8a17,ves_8ed83e346266,OB_GEARCASE_SEAL_KIT,1,each,90.02,90.02,new_supplier,2026-11-18T12:00:00
inv_4d7fd5dfd068,wo_add0d7de8017,ves_8ed83e346266,BATTERY_LITHIUM_100AH,2,each,1058.26,2116.52,new_supplier,2017-02-20T11:00:00
inv_08e6a5bee9f9,wo_6e1f740b5838,ves_e3d7ab48e36b,HULL_GELCOAT_KIT,1,each,114.1,114.1,new_supplier,2022-03-22T10:00:00
inv_dcd371bcdee0,wo_7bfadd764233,ves_e3d7ab48e36b,EXHAUST_RISER_V8,2,each,630.99,1261.98,new_supplier,2017-05-14T14:00:00
inv_0b3f6f4a3392,wo_663f34281054,ves_e3d7ab48e36b,FUEL_LINE_A1_10FT,2,each,125.11,250.21,new_supplier,2014-12-12T15:00:00
inv_243cc7452099,wo_a1669479676c,ves_e3d7ab48e36b,BELLOWS_UJOINT,1,each,101.77,101.77,new_supplier,2015-09-13T12:00:00
inv_5c28e634a755,wo_a1669479676c,ves_e3d7ab48e36b,UJOINT_SET,1,each,212.64,212.64,new_supplier,2015-09-17T12:00:00
inv_a483c2dfe886,wo_7901b9a07a13,ves_e3d7ab48e36b,HULL_CORE_PANEL,1,each,439.19,439.19,new_supplier,2021-05-08T14:00:00
inv_c026b35300b0,wo_ded3929c04e4,ves_f338eaec1611,DEPTH_XDUCER,1,each,186.21,186.21,new_supplier,2023-09-08T13:00:00
inv_c96d3a4c0ba2,wo_3b226a4ccce4,ves_f338eaec1611,BUS_BAR_12V,1,each,57.65,57.65,new_supplier,2019-12-15T08:00:00
inv_26d831466092,wo_5b26bdefbcf9,ves_f338eaec1611,CRANK_POS_SENSOR,1,each,89.25,89.25,new_supplier,2016-08-13T13:00:00
inv_9d403dc9edc7,wo_3704f1acc756,ves_f338eaec1611,BATTERY_LITHIUM_100AH,3,each,905.68,2717.03,customer_supplied,2023-06-23T09:00:00
inv_ac7cd72c7b73,wo_d6edb5583f87,ves_f338eaec1611,HULL_GELCOAT_KIT,1,each,122.34,122.34,new_supplier,2019-02-20T11:00:00
inv_3234a09da6dc,wo_16e9d62257e0,ves_daa8bc494074,INB_CUTLASS_BRG,1,each,125.75,125.75,new_supplier,2017-01-27T15:00:00
inv_df4f1d42df01,wo_43e6202a2509,ves_daa8bc494074,INJECTOR_SET_V6,1,each,815.14,815.14,new_supplier,2018-01-03T08:00:00
inv_e9c03e385c74,wo_e9a71cdf7b60,ves_daa8bc494074,CRANK_POS_SENSOR,1,each,102.29,102.29,new_supplier,2023-06-28T16:00:00
inv_bdfd83644d8c,wo_3c0f34a5474a,ves_daa8bc494074,ENG_LONG_BLOCK_V8,1,each,16328.41,16328.41,new_supplier,2018-08-23T14:00:00
inv_b5a53510f6f6,wo_42c6a394d10c,ves_daa8bc494074,SHAFT_1_25_SS,1,each,1723.42,1723.42,new_supplier,2018-07-05T08:00:00
inv_950af753a018,wo_c04d476279c7,ves_daa8bc494074,INB_CUTLASS_BRG,1,each,140.91,140.91,new_supplier,2026-07-12T13:00:00
inv_e76bb74b6cd3,wo_7fa937e80102,ves_daa8bc494074,EXHAUST_RISER_V8,2,each,686.71,1373.43,new_supplier,2025-06-19T14:00:00
inv_d435f78535e3,wo_97a96dd9036e,ves_daa8bc494074,OB_GEARCASE_SEAL_KIT,1,each,96.91,96.91,new_supplier,2025-03-08T16:00:00
inv_1da609bab188,wo_858f8d8090f3,ves_daa8bc494074,CRANK_POS_SENSOR,1,each,101.99,101.99,new_supplier,2023-12-02T13:00:00
inv_ab2700686a7b,wo_8b40f4b78ddf,ves_fe262ed8c4bc,INJECTOR_SET_V6,1,each,774.87,774.87,new_supplier,2021-05-15T11:00:00
inv_2caf81a2ee99,wo_0e3e7b8d3ff4,ves_fe262ed8c4bc,OB_WATER_PUMP_KIT,1,each,188.87,188.87,new_supplier,2014-03-27T14:00:00
inv_4047cc1d94b0,wo_0e3e7b8d3ff4,ves_fe262ed8c4bc,THERMOSTAT_MARINE,1,each,51.52,51.52,new_supplier,2014-03-26T14:00:00
inv_66dd9a6d713a,wo_f711a51c83f5,ves_fe262ed8c4bc,FUEL_LINE_A1_10FT,1,each,123.66,123.66,new_supplier,2014-08-06T10:00:00
inv_c44995f1d0be,wo_e4f35774be4e,ves_fe262ed8c4bc,SEACOCK_1IN_BRONZE,1,each,223.07,223.07,used_salvage,2023-08-21T08:00:00
inv_3f403b3b5d83,wo_43cdd2043b46,ves_12a87c360979,EXHAUST_RISER_V8,2,each,615.67,1231.34,used_salvage,2025-07-03T11:00:00
inv_eca00a20d821,wo_18d2ecd6dd73,ves_69f1d82b3eae,HULL_STRINGER_SET,1,each,2922.11,2922.11,new_supplier,2021-05-31T09:00:00
inv_8e43a9af2937,wo_9879ebccc1e9,ves_69f1d82b3eae,CRANK_POS_SENSOR,1,each,89.88,89.88,new_supplier,2024-03-06T12:00:00
inv_d4b2080eb7cc,wo_24da0fcc88a4,ves_69f1d82b3eae,BELLOWS_UJOINT,1,each,102.74,102.74,new_supplier,2015-06-19T12:00:00
inv_80262bfd19ec,wo_24da0fcc88a4,ves_69f1d82b3eae,UJOINT_SET,1,each,220.24,220.24,used_salvage,2015-06-06T12:00:00
inv_80ecd46521a6,wo_e98ab4755346,ves_56b27dda6381,SANITATION_HOSE_10FT,2,each,142.33,284.65,new_supplier,2024-10-10T12:00:00
inv_0c27ce34c4ff,wo_8e0133bb7e1c,ves_d9e504bbe7a3,OB_WATER_PUMP_KIT,1,each,172.57,172.57,new_supplier,2026-11-13T15:00:00
inv_af11c3b463ef,wo_8e0133bb7e1c,ves_d9e504bbe7a3,THERMOSTAT_MARINE,1,each,47.48,47.48,new_supplier,2026-11-05T15:00:00
inv_f57fb99ed738,wo_5a925d6253ef,ves_d9e504bbe7a3,ENG_LONG_BLOCK_V8,1,each,15001.49,15001.49,new_supplier,2026-04-25T15:00:00
inv_a6d53a3ed071,wo_dc215271efb5,ves_2302948d9294,STEERING_CABLE_16FT,1,each,226.87,226.87,new_supplier,2023-12-15T09:00:00
inv_e049fc665718,wo_955176097732,ves_2302948d9294,SANITATION_HOSE_10FT,1,each,142.64,142.64,new_supplier,2024-12-23T16:00:00
inv_11c9c05e7c23,wo_1d54510ad94d,ves_2302948d9294,SANITATION_HOSE_10FT,1,each,133.08,133.08,new_supplier,2015-07-25T12:00:00
inv_e293a15575fa,wo_275e11d71492,ves_895a119cdc64,AC_RAW_WATER_PUMP,1,each,361.81,361.81,new_supplier,2018-05-07T14:00:00
inv_b656fc97cdbc,wo_4fee16fc6b4f,ves_895a119cdc64,DEPTH_XDUCER,1,each,201.6,201.6,new_supplier,2015-09-22T14:00:00
inv_5daf8370e564,wo_b7872c9de23b,ves_47cba761526a,INJECTOR_SET_V6,1,each,804.13,804.13,new_supplier,2024-11-25T08:00:00
inv_31d4737284f6,wo_54793c28280b,ves_47cba761526a,ALTERNATOR_70A,1,each,270.86,270.86,new_supplier,2018-03-22T16:00:00
inv_f7f1c3151274,wo_b5e663130292,ves_47cba761526a,SANITATION_HOSE_10FT,1,each,143.04,143.04,new_supplier,2014-06-13T16:00:00
inv_da0161b137c8,wo_918858bbda71,ves_47cba761526a,EXHAUST_RISER_V8,2,each,631.46,1262.91,new_supplier,2015-07-23T12:00:00
inv_4649cdad48c4,wo_4acc7675d333,ves_47cba761526a,FUEL_FILTER_SEPARATOR,1,each,78.68,78.68,new_supplier,2014-03-25T15:00:00
inv_06a6c418e5eb,wo_b7d544d401f1,ves_47cba761526a,OB_GEARCASE_SEAL_KIT,1,each,95.24,95.24,new_supplier,2024-12-25T10:00:00
inv_c0d0e08a3e22,wo_479f2da403f5,ves_47cba761526a,FUEL_PUMP_HP,1,each,459.98,459.98,used_salvage,2023-05-30T12:00:00
inv_9cffdc8edf9d,wo_8d40163d3214,ves_47cba761526a,STEERING_CABLE_16FT,1,each,226.13,226.13,new_supplier,2020-04-02T16:00:00
inv_275f401a7631,wo_b73d2397be9e,ves_f793c492b5b4,OB_GEARCASE_SEAL_KIT,1,each,96.29,96.29,new_supplier,2026-06-20T09:00:00
inv_b093468991b2,wo_5a932985abaf,ves_f793c492b5b4,HULL_CORE_PANEL,1,each,477.43,477.43,new_supplier,2015-07-03T12:00:00
inv_ccc1b15f4535,wo_f8ad046b2691,ves_ef844f8f7adc,HULL_CORE_PANEL,1,each,453.87,453.87,new_supplier,2026-09-15T08:00:00
inv_3c24012bdef4,wo_7aa34928babd,ves_ef844f8f7adc,HULL_GELCOAT_KIT,1,each,113.04,113.04,new_supplier,2023-08-13T12:00:00
inv_9f6ec7af150f,wo_f59ea550f522,ves_89bd4847b43e,ENG_LONG_BLOCK_4CYL,1,each,9038.14,9038.14,new_supplier,2025-09-04T15:00:00
inv_86b6f84c5144,wo_646e0713f7f8,ves_89bd4847b43e,BATTERY_AGM_100AH,2,each,356.97,713.93,customer_supplied,2018-06-16T09:00:00
inv_ac744f98cb2a,wo_06938cbd4ad2,ves_89bd4847b43e,HEAD_GASKET_SET_4CYL,1,each,218.66,218.66,new_supplier,2022-11-07T08:00:00
inv_d232caa497a5,wo_de5e63688206,ves_89bd4847b43e,INB_CUTLASS_BRG,1,each,140.36,140.36,new_supplier,2023-10-09T12:00:00
inv_3818193757f2,wo_f79f89df89fa,ves_7b645c568f40,JET_WEAR_RING,1,each,165.89,165.89,used_salvage,2021-12-17T11:00:00
inv_841c7d3c2b63,wo_b783429fb7cc,ves_7b645c568f40,FUEL_LINE_A1_10FT,1,each,127.59,127.59,new_supplier,2022-01-24T09:00:00
inv_9c6ff28dc038,wo_ac43c7870f8a,ves_10beb69891f5,SHAFT_1_25_SS,1,each,1701.85,1701.85,new_supplier,2022-08-14T09:00:00
inv_8e27157a5c05,wo_02effc4c1515,ves_10beb69891f5,ALTERNATOR_70A,1,each,287.72,287.72,new_supplier,2024-09-24T12:00:00
inv_43909da555b7,wo_9654e5224f71,ves_56cfff14c63e,INB_CUTLASS_BRG,1,each,132.21,132.21,new_supplier,2018-12-25T10:00:00
inv_8cf513f9dbe8,wo_52bae7e1b63c,ves_56cfff14c63e,INJECTOR_SET_V6,1,each,878.62,878.62,new_supplier,2026-01-21T09:00:00
inv_42f925672cb2,wo_e0bd933b8827,ves_56cfff14c63e,HEAD_GASKET_SET_4CYL,1,each,205.45,205.45,new_supplier,2023-11-20T14:00:00
inv_523149a55211,wo_fba5f55c0244,ves_56cfff14c63e,BELLOWS_UJOINT,1,each,102.88,102.88,new_supplier,2022-05-25T08:00:00
inv_b82335d79083,wo_fba5f55c0244,ves_56cfff14c63e,GIMBAL_BEARING,1,each,179.73,179.73,new_supplier,2022-05-26T08:00:00
inv_d442874f48aa,wo_ec00d71498ad,ves_24e6b6e0043c,CRANK_POS_SENSOR,1,each,89.76,89.76,new_supplier,2016-04-25T15:00:00
inv_e11f93aa62de,wo_d0b0f5f8a546,ves_24e6b6e0043c,FUEL_FILTER_SEPARATOR,1,each,83.77,83.77,new_supplier,2020-02-19T16:00:00
inv_8b1298a33b8e,wo_0ada9fd86464,ves_24e6b6e0043c,INB_CUTLASS_BRG,1,each,127.61,127.61,new_supplier,2021-07-07T10:00:00
inv_08b7331e2c41,wo_4b042a87bf56,ves_24e6b6e0043c,ALTERNATOR_70A,1,each,305.77,305.77,new_supplier,2020-10-26T16:00:00
inv_e46dc967cb68,wo_21a511076e96,ves_24e6b6e0043c,INJECTOR_SET_V6,1,each,894.12,894.12,new_supplier,2019-05-11T09:00:00
inv_f0f044fa20f5,wo_3b5758a9c36d,ves_26f2f107f8e3,BATTERY_AGM_100AH,2,each,313.54,627.08,used_salvage,2016-12-15T12:00:00
inv_0aeb8f11c5ec,wo_bfe0307040d3,ves_26f2f107f8e3,N2K_STARTER_KIT,1,each,138.44,138.44,new_supplier,2018-11-20T10:00:00
inv_2ba4b30eaeb8,wo_961b7960deaa,ves_26f2f107f8e3,BATTERY_AGM_100AH,2,each,355.56,711.12,new_supplier,2015-10-15T15:00:00
inv_640a8d5295fb,wo_80b38a853a9e,ves_26f2f107f8e3,EXHAUST_RISER_V8,2,each,643.82,1287.64,new_supplier,2025-03-28T16:00:00
inv_99d1ce4bc5de,wo_43a0a0f70402,ves_26f2f107f8e3,AC_RAW_WATER_PUMP,1,each,420.72,420.72,new_supplier,2023-09-12T10:00:00
